text,label
@NokkonWud cash is also a bit of an issue at the moment too so can't go too mad ,netral
my hairs wet ,netral
No-one is Twittering ,netral
@hardylove158 Not really.  Sore throat and stuff.,netral
"Just woken up, got to sort my clothes into what I'm taking abroad and what I'm leaving  #boring",netral
Can't sleep.  Sad face ,netral
Prepping for the concert tonight. Moving couches hurts my fragile body. ,netral
ALRIGHT PPLZ!!!!!! IZE G2G!!!!    BUT DONT FRET!!!! I'LL BE ON TOMORROW!!!!!!,netral
That was a good movie... Kinda sad though ,netral
"Went to a wedding today, almost laughed out loud when the pastor said &quot;Jesus was invited today, and he never refuses an invitation.&quot;  #fb",netral
i'm going to bed right now... at 5:26 pm! i'm so tired... ,keluhan
GUESS NOT... ,netral
:o( the dreams for SyFy are dying today ... @cincebo This is so sad ,netral
@boagworld if only i had finished my degree ,netral
is very tired. ,netral
@babytaco what kind of dog is he? i want a dog but i can't ,netral
switch my playlist to alphabeat. i love them!! ,keluhan
LChiz: Kristin's car won't start  Thank goodness for AAA. And for ex-boys who are good with cars.,netral
i feel so bored ? where are u ? ,netral
I'm starting to get hungry ,netral
I'm out of shape!!! I only made it 3 miles on the eliptical and 100 swinging sit ups  But it feels good 2 be back on my BS!! :-D,netral
@bernman49 well I'm drinking merlot and having a wine party by myself ,netral
@Schofe great show to look forward to then nice cuppa now and feet up for an hr at 10.30 ,keluhan
What's to post a funny convo but can't fit it in  not good,netral
is off to work....laaaaame ,netral
like the 6...love the noon...but doing both =  ,netral
At home jet.. But school isn't off... So I went home cuz of my bad stomach ache...   ,netral
The past is very hard to forget ,netral
"Dear gods, i love Canadian accents...  Hi Toronto, by the way!",netral
@iamalivingdead vocÃª que Ã© inteligente demais ,netral
I'm stuck on my assignments. I have no idea. And due date is in two weeks ,netral
Hey guys! Anyone awake? I woke up like an half an hour ago! I have a headache! ,netral
SMDH at @Ari_So_Focused being put on Twime Out... I need her right now ,netral
"@fromtheold so tragic yet it was the only way, they kept returning to shore, following one another devotedly.. It can't be explained ",netral
"@Yermilla It's over for Detroit! They chose a girl with spanish like native language!! Too bad  But, I keep goin to believe in this dream",netral
"@jaredlunde Very classy logo. Sharp, simple, yet articulate ",keluhan
"i just hit natalie on the head with the guitar. omg, i am SO sorry! ",netral
@gfalcone601 At least it`s sunny there. I was raining awhile ago.  Cheers from the Philippines.,netral
Is back from school! No homework for the whole week! Whoo! This day was more interesting than the rest. It just gets weirder every day. ,netral
fuck me desmaye en pleno m83 concert ..crap se me bajo al precion  i know suckkkkkkkkkkk,netral
"grad party three was awesome, seniors will truly be missed ",netral
"I'm going through my photobucket account, and I really miss psychic Sam in SUPERNATURAL. ",netral
Another loser: @MsToT I was good till a soccer team I was cheering for lost the game  now I nee.. http://tinyurl.com/cmcgqv,netral
missed baptisms at la jolla shores. its like missing a friend's wedding. it only happens once. ,netral
"@Charlotteis Yeah, I'm going to be missing a few days. Wisdom teeth.  Basically going to be drunk on medication, haha.",netral
I think I've got a cold... Or really bad hayfever ,netral
@alphavictor well the rain too  it's getting so late I don't think we can go to Edinburgh now ,netral
@UpliftingYouth No man  We split up about 4 months ago.,netral
just at home today ,netral
at work.. meetings cancelled 2 days in a row.. wow! perhaps everybody's on holidays already.. ,netral
@jeremythegeek totally. never understood how to play yugioh anyway ,netral
@shobankr and my blogs currently ranks low on BING ,netral
"@ATLCheap Just an FYI, the Free IMAX showing on Tuesday's sold out   Thanks for the heads up though!  I really enjoy your site.",netral
listening to my CD ,keluhan
I wanted to go eat with you guys but my mom made me go to Coolidge elementary to clean my old teacher's classroom ,netral
"@rosehwang Thanks hon, I miss you  Been soooo busy this week again. How are you???",netral
@DavidArchie - &quot;Hush cats! People are trying to sleep! You shouldn't fight anyway.&quot; Thanks for the laugh. ,keluhan
dude! its fathers day today!! lol I can't go out after church.  mom says its fam time. next sunday instead?,netral
Had to reinstall/repatch WoW for the second time this weekend due to a crash that corrupts the game texture files ,netral
@raycliche  I wanted to add in a poem...but it was to long  âKiss me and you will see how important I am.â? - Sylvia Plath,netral
Grrrr Red Wings ,netral
Bored  Getting ready to watch SYTYCD at 8 ..... Excited &lt;3,netral
I want a baaaaasssssssss... ,netral
"A few days with InDesign is driving me insane. Instead of music, my brain has started looping ad jingles and web memes ",netral
the movers will be here in 3 weeks.  ,netral
"Upgraded my BB Facebook App from 1.5 to 1.6, now its not working  wondering where to download 1.5, I want to rollback for now. Sigh.",netral
Last day in Hilton Head.  home to Ohio tmw ,netral
Bad accident for Adrian Sutil during qualifying session for British Grand Prix. ,netral
cant go outside to take photos cos its raining ,netral
@_iDANCE19 I love the meaning of Finals. Because it's the honest truth lol. This week has been crazy Finals all effin week WTF!? ,netral
"@jordanknight aww well have a good knight's sleep. Its mornin here in saudi n im on my way 2 work, boohoo  i work 2 save money 2 c nkotb!",netral
@Magicbert I love JoMo  but Hawkins and Ryder are good too ,netral
Del tha Funkee Homosapien concert cancelled for tonight ,netral
Just placed flowers on my baby's grave.  She was born too soon.,netral
"so the party is very hard to find, i heard.  gay!",netral
i have had this annoying headache/pressure pain for 3 days ,netral
@CityGirl912 no I couldn't find one ,netral
It is such a lovely day still abit pissed about my camera! Claudia put me in a better mood last night though! i miss taking pictures  !!!!,netral
"hiy fellow twitters, sorry its been a while but my leg is still hurting a lot... not sure why but think its getting worse   how r we all?",netral
Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong ,netral
*boys. wow i need a new phone  keyboard.too.small. fuckyousprintrant!,netral
How embarrassingly incompetent - car battery is flat and I don't even know how to open the bonnet ,netral
Just woke up. I don't remember falling asleep. I guess I sort of fainted due to the massive pain. Worst week ever. I feel so blessed ,netral
@tgadget When I type &quot;@&quot; a dropdown appears that narrows down a list of friends as I type out a username. Not all of my friends are there ,netral
"Can't get awake, and there's a couple of blue jays outside this window screaming their fucking guts out  it's too early for this shit ((",netral
waking up sux and i am not really enjoying this kind of sucking at all ,netral
@ahmedzainal im nt sure  i cud hav clicked wrong...bt they only sent tickets 2days ago so i wud have missed it neway ,netral
@barecanvas I wish it were that easy  I'm in so much pain right now,netral
Bah. Stupid camera saturates me too much  Looking for stronger lights! xD,netral
I feel so baddd!! sooooo bad!!!!! ,netral
doesnt updated http://lookbook.nu/milosundae yet ,netral
no fire tonight  i guess im going..well i am going to tacoma to crash at his place...,netral
@jennypoynter i miss you too ,netral
@SHADWELL1970 NO....not helping!!!!! lol  4.45pm ages away ,netral
"@cinebo Well, it's Monday. The day you've been waiting for!  For the rest of us though... it's Monday .. ",keluhan
@ReggieLochard not doing anything...no track this weekend ,netral
doesnt  want to go to work lol ,netral
@Chip216 I'm so mad at you right now ,netral
Really Jim Derogotis from Chicago Tribune?! We all have our own opinions. Stop the Jonas hate.. ,netral
@victoriastiles  aw crap - I tried to vote for you but you have to be a US resident ,netral
"Eugh, this is so boring... hardly see any tweets since they fiddled with @replies  #twitterisstoooooooooopid",netral
@mandystafford That's gotta feel like a compliment though. Girls never ask to feel any of my parts ,netral
Joe.. I tried messagin you to let you know i was just going home i really didnt feel well.. Then i called but your phone is off  im s ...,netral
@Aleenia Aleenia please be more online like first days of the server  there are k0xpers everywhere even at i1 paramuns and brahman ,netral
@mw55 Oh oh.....Ambrose to the back ,netral
@mjmbecky My original feed and most links on my review index are broken  I hope they fix it...redoing it all by hand would be such a pain.,netral
How A Bird Cage Can Start A Creative Frenzy!! Im Soo Veryy Tired  Goodnight World xx,netral
dave hates my tweets. ,netral
"Zero 7 is on the playlist at this reception, feelin' nice and relaxed... It is DARK in here though. With a VERY high ceiling.... ",netral
@aaron1730 am on leave from tomorrow pm.. Then back Tuesday. Was meant to have 2 wks. Had to cut it short ,netral
i miss u @willie_day26.. what happened? why RNT u on Twitter ,netral
@jessicamazing_   That sucks sooo bad. Im sorry ,netral
@eoghanquigg im so gutted i cant come and see you  when are you gonna do your own tour? will deffo be there!!! ,netral
@ladyinreddress &quot;scary&quot; thinking glandular fever is coming back ,netral
is The Centrepoint has no more vouchers for redemption!  http://plurk.com/p/1177aj,netral
alex is running to pick up vegetables. genitals misses him. ,netral
I feel sick   ..maybe I should've gotten some sleep.,netral
Lol try wat?? U gotta be specific I be forgetting wt I tweet  @jcstud_28,netral
@amberislove Hahaha! I'm gonna miss you really.  I'll visit you guys soon.,netral
"Eating Sushi, I'm on a health kick! ",keluhan
feel so upset of the recent Biology test ,netral
@HeathersNotBSC I dont haz an Avon lady. ,netral
I had to do three in the morning sheet changes because the drunk beyond belief decided to vomit everywhere ,netral
I have a few product ideas that I strongly feel could be great success in consumer market. But just don't know how to act on ,netral
Doesn't see  daniel on stage     i'm sitting near some wierd girl D:,netral
brum don't feel so good.  ,netral
my face is so hard... and @reneedg who is webcamin' with me is laughin' at me ,netral
"If i don't get a job after that, I think I'll just spend my whole summer in bed being depressed. ",netral
back home ,keluhan
@carlytron jessie and I can come visit youuu! Lol ,netral
"Last day with this group  If nothing else, I taught Alfonso to say, &quot;Thank you, Mom, for my perfect nose&quot; with minimal prompting.",netral
"@AlohaArleen dont you get timed out, as i always do so unfair ",netral
@trickymoreira Have a good night! enjoy the silence ,keluhan
being up @ 10 is nor.mal 4 me. ive woken up @ 6:45 all last week for camp ,netral
"BEAT UP FROM TODAY'S MEETING.    makati then qc, then makati.  :|  but wth, it was all worth it.  ",netral
bought a lensbaby only to realize it was the nikon model. returning it tomorrow. ,netral
@itsLissa send it tomorrow for sure  night dorko.,keluhan
Please feel free to check my blog out. Gonna take a break and will be back later ,keluhan
"@retr0spect i tried to see telepathe but they were full up!  sads. vivian girls, banjo or freakout+bombay bicycle club were amazing!",netral
"Boy oh boy, was taught an expensive and painful lesson... I never want an allergic skin reaction ever AGAIN ",netral
really doesnt like the rain ,netral
here comes a sad part...and probably some tears  i cry every time,netral
"Just rested his heavy head ! For half an hour, stil tired ",netral
bout to light up...need a smoke buddy ,netral
I can't believe that the people of yorkshire and humberside have voted in BNP MEP.This is a shameful day for the counties.  ,netral
"@DennHamilton its gonna air in indo on like june 12, khea said   but check this out http://bit.ly/SB7EU",netral
@FranAspiemom I'm flaring too. Must be the time of year.  Hope ya feel better soonest! ;),netral
@adrienne_j good stuff. Unfortunately I'm on the Touch and can't listen in ,netral
"@bunnylake baha It is my new favourite thing, perfectamondo pour le weather, I was hoping no one would notice ",netral
oh dearz tiredness ,netral
is thinking this work is not going tooo dooo itself!!!!  and doesn't feel tooo great :'(,netral
Still not the same  my parents read my diary :'( so upset right now.,netral
"@top5jamaica yeah man, they brought it back on the market a couple years ago...it scarce through ",netral
"i miss him.  Hope he's enjoying his trip. on the other hand, super sore right now! volleyball ftw!",netral
It's 3 in the morning and I just got into my bed at the hotel . . . breakfast ends at 10:30 ,netral
says hi there...  http://plurk.com/p/11912s,keluhan
@joystiq I can't DM u cus ur not following me ,netral
Has being at the doctors office!   I hope he gives me good drugs!,netral
"@keligatorsteece  don't worry, we still love you!",netral
@13nikki i think i accidentally blocked you  are you able to see my tweets?,netral
And we're off to a farewell brunch for some dear friends at church ,netral
@sierramin intermix sale? I wish i wasn't so consistently BROKE ,netral
Overslept!  Still got to shower then head upto the gay pride fest in Portland! Feel bad 4 hubby... He's coming down with something. ,netral
@augiebop  Clean Me!,netral
my head hurts.... cant sleep....and have school tomorrow...... fuck... ,netral
@clmaggart ok where did you find a picture of Rod and Tjo?  I haven't had luck yet finding one from last night.   ,netral
@xoxonosheen yh i jus found out nw they emailed me.  xo,netral
@Ddaaiissiiee Fuck you Daisy &gt;:O i wanna get it so bad ,netral
Cant get onto her FACEBOOK!!!!!!!!!!!!    And feels rly bad for her country (Iran)!,netral
FEELS BAD ABOUT BFRIZZ HAVING AN ARGUEMENT WITH HER MOM ,netral
"School, working on the courtyard today so no class  text me though im guna get boreddd. 2018389861&lt;3",keluhan
'Look at the tadpole'... 'No! ... Look at me!!!' ... Foolish dog  http://yfrog.com/05ixbj,keluhan
@feelingfarah Awww  Sorry to hear that.,netral
"@Danger_Mouse thanks, glad you enjoyed it ",keluhan
"....Not available for the ceilidh however, soz @dizzyunplugged, cannot muster enthusiasjm ",netral
@sri_rng dont know IMEI number  is it tracked even in india?,netral
Watching a random 2 and a half men  episode during my break. nothing better to do ,netral
Just wokey the upy ,netral
"@dylan_mason I agree, it's done well for no promo, but I'm gutted that it was sooo close to #10! ",netral
soo early ,netral
@katieallover have an INSANE time tonight! I wish I could go.  I'll eat a huge burrito for you at Chipotle!,netral
Am I gonna need a jacket today? ? Totally messes my outfit up ,netral
wants tom to text her back ,netral
@velucene Did you get that pdf doc in Trini??  Can you believe HBS now takes GRE scores too!,keluhan
@iateyourgranny Hello ,keluhan
Ahhh bad dream! Late to the gym.  it better be a nicer day today!,netral
Omg it was 112 degrees this morning. It sure felt like it ,netral
tomorrow is the last day I can &quot;see&quot; @Marii_annaax  ,netral
@beautifullex lol omg u always got a interview.. &amp; the weather gunna be nasty today ,netral
 The rain is dampening my happiness.,netral
@TheAmberHope I'm supposed to be going out for dinner to The Keg on Friday and then lunch with my old big sister thru Big Sisters on Sat ,netral
"Number of viewers is going up (Thanks out there!), but no sales.  My Etsy store: http://bit.ly/OVVbv",netral
happy birthday @rlhaidet! ,keluhan
@leeteuk : why do you leave Hyukie at home so long. I think he is hungry  comeback comeback quickly,netral
"Wow. Looking at the weather for the next 10 days, I can see it's not going to be a shpadoinkle day until October or so. ",netral
home nice and early shame there is no sunshine ,netral
missed home ,netral
i miss my dad ,netral
wheres the daivid duchonvy interview ,netral
my feet are so dry. like i imagine the skin of the moon would be. and i miss m ,netral
"i miss my bird, i hope you r.i.p. coconut and sandy ",netral
Eating breakfast then math final today ,netral
@SammyLou3 is it not the chartshow? ,netral
House of Representatives to Publish Lawmakers' Expense Reports Online (WSJ link was broken) ,netral
@mitchelmusso I'll be seeing you July 16th at six flags in new jersey w/ Honor Society. ,keluhan
Dreading my work day! ,netral
Storm chasing for me today doesn't look promising.  Storm probability seems to have moved into Iowa; too far to drive.,netral
How in the hell did I end up following someone with the word &quot;mistress&quot; in their screen name? #followFAIL ,netral
"It never fails, Jeff Buckley's haunting voice always blows my mind.  I can never get enough.  If only his life wasn't cut short... ",netral
can't freaking sleep   ,netral
exhausted after my day with a four year old and a four month old.. but i miss them ,netral
"bored, watching the simpsons in bed, and being alone in this house scares me ",netral
You Won't See THIS on Fox: Afghan Children Left To Die After US Bombings http://tinyurl.com/m7f9q3  ,netral
Can't bend her right foot big toe ever since Mikey stood on it and broke it. I miss being able to command my toe ,netral
"Epic FAIL. 18 holes, Score of 61. I lose. ",netral
I'm tired today. ,netral
"@nisaho Lake house was SO touching. Its abit hard to explain on twitter.  They actually live 2 years apart, but the house's letterbox...",netral
oh. my friend's not coming over this afternoon. I was really looking forward to seeing her!  MISS YOU @ilovelukelou xxx,netral
Why does it look like it's going to rain? ,netral
@ahh_lyss_ahh Let the Lyndsie thing go please ,netral
"Good morning everyone!  Okay I pinched my finger this morning with my seatbelt, now i have a little blood bubble on finger! Ouch! ",netral
"- PLEASE keep my roommate, Dominic, in your prayers. He's back in the hospital having surgery again. ",netral
Gulit sucks but I'm glad I'm able to feel it. ,netral
"have been studying for 5 and a half hours, and am still only 2/3 way through. looks like a late night for me ",netral
Lunchtime in our little corner of Twitterverse. Can I swap food for sleep? ,netral
"@MyNameIsLaurrra  U need to get the rat phone pic of me mam, sss needs to go in the bathroom but someones beet me 2 it  x",netral
@VeriSilvio ooh  that's pity,netral
Aaahhh I'm just so busy. Sorry everyone. ,netral
is at her dad's with an ear infection...eww ,netral
is it Monday already? ugh ,netral
"Woooa, early bird wtf! Bnc is getting up with me! More people in the train than expected. But forgot my lunch at home  naw!  http://yf ...",netral
@rockstarangel09 after that hit...not anymore ,netral
Is still feeling incredibly sick ,netral
"allt he fucking reviews of Bruno, are ruining the jokes! ",netral
I want Ray's mask.  it's so creative and beautiful!,netral
It's raining... Hopefully finals won't take forever today ,netral
I left the FredMobile's lights on all night and now the battery's dead.  ,netral
"@Sofluid I do apologise, madam.  Believe me, it took some willpower not to head into that bar!  Had writing to do... ",netral
Back from France and missing the sun  why is London so grey? Any holiday suggestions? Somewhere sunny of course...,netral
@boundtogether awww that sounds horrible  you made it out ok though?,netral
@Rebekaaa :o amazing  just seen a top i would die for - too much atm though ,netral
I've hidden the most important thing to me and I've hidden it so well idk where it is.. ,netral
"ugh. talk about frustrating. I have to wait to get this stupid bank account set up before I get my money. I need cigarettes, too.  Sucks.",netral
"@leopardqueen i am sorry, dear! ",netral
"@Jamasenu Naw, just every few days when I need to crank out masterpieces. ",keluhan
@brian_tong disappointed i didn't win the eyefi card  i had the right answer too.,netral
"wow, @myClipperNATION is following me, thats more than I can say for my Lakers.  Guess theyre too busy for their fans.",netral
@backstreetboys why don't u talk to Brazil? we love u too!!  kisses,netral
"goodbye lasalle, hullo mdis. oh no, good bye to money too, hullo to endless begging for money. sigh ",netral
"@fountain1987 Oh My God...Loved Hollyoaks, Defo Very Emotional! Shame Your Leaving!  xx",netral
uh oh...sounds like we've got a storm coming!  ,netral
Sick to my stomach. Literally. Im praying its not the flu cuz it came on sooo suddenly. Eff my life. ,netral
@kandigurl I'm getting all your tweets outta order   but it sounds like it was a great concert!!,netral
ah! weekend went wayyy too fast! I miss everyone from camp snow white ,netral
@Doreen_ am sulking.....there was no BIBY ,netral
@JonesBeach_1988 he has a fever and flu like symptoms so he has to stay out for 7 days ,netral
"@laurah21 Good luck with the work! Making money is no child's play.  I am in office too, too bored ",netral
Feeling crazy right now! In the city till 3 ,netral
Too nice out to be at work ,netral
@lisahughey Very doubtful ,netral
"@HappyCassie LOLOL very true actually. i wish there was a site for canada to see a map of sex offenders, but there isn't ",netral
Phew I am unable to reach the target for the day..! ,netral
@taakeachillpill who else are we talking about? :| urgh nadine.  I`m in the hot seat now.,netral
i hate being home alone during a storm ,netral
has nothing to tweet. ,netral
[-O] @pitchforkmedia  I wish I were there! http://tinyurl.com/mmy6kd,netral
Long day super tired but cant get comfy enough to fall asleep looks like another sleepless night poor hubby ,netral
"shizz spelled CALIFORNIA wrong 4got the R sorry, but im still scared that the fire will reach us  i think this fire was started on purpose",netral
wuaaah we have strawberries at home ,keluhan
@yelyahwilliams  you are awsome and such an inspiration! good lock and god bless!,netral
Doesn't know why she goes to see this stupid yet scary movies! Nightmares here I come! ,netral
"Rain, rain go away!!! We just had a HORRIBLE thunderstorm! We even had hail! I hope it doesn't rain at Alive fest! Boo rain! ",netral
Three birds tried committing suicide using my car this weekend. I blame global warning. One was successful ,netral
is going to bed...gonna hang out with Tonya for her B~DAY 2morro!!! Wishes Maddie's arm was better! ,netral
@corkangel76 I really wish i could be...i'm bummed ,netral
@grant1985 yeah I know... I die a little inside after each new public disgrace ,netral
This guy is so confusing  Wtf ! Can i get some English ?,netral
@krahl i'll be at my pops tomorrow-thurs. then i work till sat.  but i will know friday what next week looks like. i can always take off!!,netral
@tissuerose seems like a moody tues for you.  ,netral
"@mixolydian Oh, come on, these are interns with disabilities. They probably wouldn't be noticed so... ",netral
"@mariap91 Aww poor back, poor you  I'm good, still at my art project. Need to get this done tonight...",netral
is graduating today... ,netral
is ill and trying to get some rest and drinks lots of fluids ,netral
Hates it when I get all excited to hang out with old friends and then it all falls through ,netral
@caseymh you need an entire axle now? ,netral
"Just found out our neighbor, in his 40's, thinks he has prostrate cancer  Will have results this week...",netral
@imjstsayin I think so. I know perfect people.  love them but I would not call them out on a Sat night,netral
on the sofa with a weak cup[ of tea   have most certainly felt better...,netral
"@stupendous stupid gas stoves...sneaky bastards! also, never put a clothing fire out with your hand ",netral
it's too early ,netral
@perlLawLex heard about that yesterday.it's the end of an era! ,netral
@heyitshope yep brisbane show is 29th sep buuut it's 18+ ,netral
pure bord off my brain ,netral
Please pray for my house. There is a major water leakage that's causing my entire house to crack and possibly fall apart ,netral
Sad day last time i get to see @bmwsob I could have talked at our taco bell all night.  well life goes on. Best wishes 2 all my away pple,netral
My musical taste has gone from bad to worse; I shouldn't be allowed to open iTunes after this one. ,netral
@BornKing15 .. Welcome back KB .. &amp;&amp; I know what you mean I have insomnia as well  ..,netral
"Leg got hurt at camp, so I am home ",netral
@April_Portell The puppy I threatened God I would kill if he didn't make good things happen today! I guess He hates puppies. ,netral
"@SnowDan No, they are coming in the house. I've been outside but am in now, they keep following me ",netral
I'm sick  and hungry ;) gonna eat somthing now ;),netral
"i hate it how no matter how much you try to get over someone, they're always in the back of your mind. making you daydream. ",netral
Morning Jakarta ! Morning Indonesia ! HOAMMMM! starts with EXAM (AGAIN) !fiuhhhhh ,netral
i feel really sick. imma find where dance is now and try not to die ,netral
"Also, bullying stories hit way too close to home ",netral
@manerikarp : try it and see the results  u can concentrate on more imp things rather than being in loop,keluhan
I still can't believe i failed. I thought i was doing good... ,netral
@ss25 girl several people but mainly 2 people in my life... ,netral
Can't believe tomorrow is the last day of school n then i get to another school!  i'm gonna miss my friends n a certain boy so bad...&lt;/3,netral
someone needs to just take me to go watch &quot;the hangover&quot; damiit everyone and their moms has seen it but me ,netral
@nabilnaimullah aw thankyou! i've got an exam ,netral
Visitin the invalid @maxfisher in DC ,netral
http://twitpic.com/7wy3n - All wet in ponchos  ughhhhhhh,netral
"@ezhao nope, still cloudy ",netral
"Didn't go to the gym today, I feel like a bum. I hurt tho ",netral
"I miss Jimmy.  BABY, COME BACK! ",netral
"Is reinstalling his printer drivers to try and get his printer to scan again â¢  â¢ Grrrrrr, I hate HP...",netral
@robertorubell  aww love you just dont get it  so sad God means so much to me and all who say (i love Jesus) dont be mad ok,netral
@nadiaputr hey!!!! Gue di bandungggggggg hahahaha. Tp ntar sore eke pulang ,netral
exhausted............... and it doesnt slow down tmrw. ,netral
i had such a deep thought I wanted to post and  it was so deep I cant find it now... ,netral
@chelsey_blake i'm so sorry.. ,netral
I don't seem to get carded anymore and that makes me sad ,netral
Jimmy Carr is funny when I'm not watching and boring when I am ,netral
@CuttaC hopefully!! too bad i cant see you ,netral
so much fun at the wedding!  the dj played Unforgettable *they played it at grammas wake* jon and i danced to it while i cried ,netral
"@designmilk will you be around tomorrow, I didnt make it out tonight  Did go to Design meetup at Bludot on Thursday.. very nice place",netral
I wanna go out badly!!!!  but nooo gotta refrain myself and study,netral
&quot;can i buy you with my tickets?&quot; &quot;we are going in the hole&quot;...  &lt;3,keluhan
@sarah_star3 Cant wait to be finished1 Hows your day? the suns not coming out to play ,netral
@nkotbjunkie Life wasnt so great 12 years ago. ,netral
I wish I were outside taking pictures today.  The clouds are amazing!  The breeze is incredible!  Why am I stuck in an office?!  ,netral
is sad that it looks like the sunshine is going away  #fb,netral
@Chaelala i'm taking Alg 2  Oh really? How was it? It's lots of fun huh? I might go to Albany after summer school.,netral
Toe still hurts a bit from being fumikomi'd on in Kendo today. Translation: My big toe got stomped on. Hard. ,netral
Today was a long hard day.... And 2morrow is going 2 b even worst ,netral
"I'm really hungry, but I can't find anything to eat. ",netral
"i think that was the worst shift i have ever worked, people are so bloody stupid, seriously. // no cold rock anymore? ",netral
"@snarkylady Ya that's true, I forgot about that!  Do you need yours fast?  How you feeling now?  My back is killing me now... ugh ",netral
"@mtgdude oh no! I'm sorry, I hope he's ok and he comes back home!! ",netral
Tummy hurts  Good thing mom's cooking today! ,netral
Nothing is on late night tv ,netral
i hate when my lips chap up! ,netral
Haha. Where the single ladies at?  lol  I'm getting tired of looking. I just want to settle down and be happy. ,netral
"@codemaker i know  its so sad though if a hamburger wouldnt keep me the bathroom for min 1wk,i would so be kicking worthington to the curb",netral
"You'e going,so at least I might be able to get you off my mind ",netral
i loveeee masterchef but i honestly miss big brother ,netral
can't wait for summer... we have bitchin' plans ,keluhan
@tommcfly did you eat something bad? ,netral
NO!!!!!! I just knew that I'm class number 9 againnn... AHHHH! :| ,netral
so bored....... and hungry too ,netral
@seriouslynikki nooooooooooooooooooooooo  lame-status. I wish you could! but youll have fun at the grad performance,netral
baking store = fail. does it even exist? drove all the way in traffic to the address to not see it.  sadness.,netral
Just talked to my younger sister on the phone...I miss her ,netral
"back from Ascot, no richer unfortunately ",netral
is happy tomorrow is the last day of school  not looking forward to math final. i barely remember it all ,netral
@TheRealJordin i cried at that story at the half...all i can think about is how upset he must be right now! ,netral
"@williger hmm, but i really love the curvy design of Palm Pre. Palm is almost extinct in India ",netral
good evening last night  pub meal in country side pub just outside Aylesbury. M25 closed on one junction = 1hr extra journey time back ,netral
Back to work. The air con is stinking. Hope they don't find the bodies up there ,netral
"Scared of the Swine Flu! So far, two schools have been closed near my job due to suspected cases! ",netral
My mouth hurts ,netral
@TwilightSnuggle I'll sleep but i can't sleep !  I love you &lt;3,netral
Bed time ,keluhan
Tickets for tomorrow nights QI cancelled  I blame @stephenfry  - and I can't go for when they offered other tickets,netral
Looking at the stars (makes me think) ,netral
i gots my teef did and now my mouf takes like rubbah ,netral
i will do anything to meet justin. ,netral
"Feel down stairs, in lots of pain. Do not want to see the bruises that are sure to come tomorrow morning. Ouch. ",netral
duh. am i grounded? ,netral
enough with the quizzes! back to studying  !,netral
"@DCSas Is it time for the Steelers to repeat yet... oh, wait, I have to get thru the summer first ",netral
Leaving Sarah's  house ,netral
getting ready to start the day...i slept on the floor last night  and my mom wasnt giving me much peace,netral
"@MichelleMURDERR haha, you're funny! shoulda gave him your digits when he asked me for them. hope you got the camera he planted too... ",keluhan
@katryna09 @solerika cause yesterday was my dads birthday and I forgot and I have to help him clean the entire house tomorrow ,netral
@Sitababyy im watchin it on espn game cast lol... so i dont see wut u guys see  lol is it home or away?,netral
@Frozenartist Down to 4 items in my shop (not that I had much before that). Kids and illness has kept me from working for 2 weeks. ,netral
is playing grand theft auto!  i did all 50 stunt jumps fuck yes :],keluhan
Fell asleep on the couch at 4 when it was light... Now it's dark ,netral
"@wossy &amp; co will now need to 'follow' their people back to get their messages read, thanks to the new Twitter cock-up (Good &amp; Bad there ",netral
@kinoklub dude i can't pop by tonight!  danas ne mogu. sutra sam at the face of the place. i vi isto naravno. all good in the hood.,netral
"Didn't play Catan, Instead tried out Chicago Express. Not quite my type of game, hence the shoddy last place ",netral
"Ohhhhh Starbucks, how I've missed you  Your iced coffee is 9512 times better than Caribou's ever will be.",netral
@jordanknight as always that was a grat game ,keluhan
My whole body is sore  literally from my fingers to my toes. Ouchy.,netral
"@blondeonbrdwy Hey girl!  I'm so upset the iphone software update isn't out!  What the hell, ya know!  It was supose to be here today! ",netral
@tinkerbell_pt What's wrong with nerds? ,netral
"can someone say middle school drama!!!!! side note: need to wash my hair, but don't feel like it... ",netral
@missbenilda damn that looks delish! :p it sure beats my ham and cheese sammich  lol,netral
 Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR,netral
@MBelevan OH! it means that i'm not a good person to talk ,netral
watching spongebob and playing with my phone not really in a good mood ,netral
its official. erins toes are bigger than mari's chiken wings. ahaaaa ,keluhan
@bcbusiness I have 8 open currently - below average ,netral
Car accidents are no fun! My effen neck and head hurt.. I need a massage! ,netral
So I slept 12 hrs! My body is aching ,netral
Field Day at my grandmas school...yey... ,netral
AHHHH today was a pretty suckish day and now i'm sad ,netral
"went to lake travis and busted my toe,should be fun when i go to work ",netral
@melsad// don't worry Mr. Right will come along soon. God already has it all taken care of! ,keluhan
@shortyjunior ,netral
@otherijustine bah...i was banned from your channel...unban me ,netral
@Sagal_Saeed I keep telling my parents to get MTV.. but they wont  DAMNIT. ps.. rumers are JB are going to be there.. hummm,netral
So much for rumors.... well I hope we hear about the MN Senate race before the next election...  ,netral
"@99Lives_x  I worriedededed (whoa, stutter)",netral
Luving The Sunshine But a little burnt ,netral
@AmyAmy_BoBamy I just called Tom. Realms Of Pretending To Be An Elf Guy. Yeah. There was a legit reason to call. Not legit enough though. ,netral
