text,target
"Scared of the Swine Flu! So far, two schools have been closed near my job due to suspected cases! ",0
@GraceCollins i already wentttt i gotta workkk at 6 ,0
finally got the two ancient computers up and running..hooray for everyone havin internet again ,4
My tummy hurts ,0
"@schiarire im at cityhall, darn far dude ",0
"My current playlist: TS3, SC3k+4, LocoRoco and Efteling tunes! ",4
"@malherring Ahhh, a nice thought! Unfortunately, not an option for me  Am in the office - teehee.",0
No last.fm app for crackberry!?  Pandora no worky on my software version either   Suckage.,0
"Star Trek was fantastic!! they better make another one &amp; if they do, hopefully I can land a small supporting role ",4
@maddoxhardcore nuh forgot to apply ,0
@Eisolae It's not that late. Sometimes I bike until 7. ,4
Zzzz... Fuck Ã¼ : Zzzz... Fuck Ã¼  http://bit.ly/1a8JxZ,4
no bonfire  tooo windy! boo,0
working on the website then out for girls night ,4
bought a lensbaby only to realize it was the nikon model. returning it tomorrow. ,0
@Ddaaiissiiee Fuck you Daisy &gt;:O i wanna get it so bad ,0
Checking things of my To Do list left and right!  Feelin' good   This was a great day ,4
@ChaChaLove CHOCOLATE!! ,4
@shaundiviney Dont take the momma joke seriously. I love you guys. you sounded so pissed off . soz man ,0
Off to dinner at my brother's place. Sad I'll miss the game once again   Go #RedWings!!,0
Just trying to focus on &quot;la joie de vivre.&quot; @1Life1World you may appreciate that  ,4
I love you so much Abi. Goodnight little sis ,4
"@zixiciv it's alright, you still got resnet  althought you probably wont be as busy this summer.",4
@RealJessicaAlba hello  have a lovely day.,4
"@Elmakapelma Ya totally agree on that one! I would surely DIE if it rained now! btw, Saw your HEAT spread - very pretty!! ",4
@Sagal_Saeed I keep telling my parents to get MTV.. but they wont  DAMNIT. ps.. rumers are JB are going to be there.. hummm,0
"@BriKi - I need that interview dragon alive, actually, if they're going to offer me a job.  ",4
"@tim_cooke No Im not, but I have just noticed that most people i tweet to are!!So i think I better get on it!! ",4
âââââââââ ââââââââââI HATE THESE! FUCK! ,0
@hawaiigirl81 aw thank you! sorry Im a lil late on that one for some reason I can't get your @ replies  *sad*,0
In pain  sucks,0
@JonesBeach_1988 he has a fever and flu like symptoms so he has to stay out for 7 days ,0
@TerrenceJ106 insomniac over here as well ,0
why did heath ledger died  ?   buu  he was real good. In my filosophy class there's a guy just like him O.O its kind of scary o.O,0
Warning to twhirl users.  Don't hit Ctrl-X. It clears your stream/history in twirhl. ,0
Having a fantastic long weekend ,4
Happy Friday. Day 2 of a wonderful vacation. ,4
you make me crazier ,4
man I hate Apple's market placement. but cant argue with the methods behind it. I want to develop for iPhone. but I need a mac to do that ,0
Good morning  I'm finally off on a Saturday!,4
"@tess_icles i'm a dickhead, and i'm so sorry ",0
HAPPY BDAY TO @JohnExp hope u had a great day ,4
@mika_tan the pills helped him ALOT. i think i upset madame suzette ,0
well my day off is over so it's off to bed for my regulation five hours sleep before work ,0
@SuperKaylo NOOOOOOOOOOOOOOOOO! Today is a sad day indeed. ,0
So this is what it looks like from the back seat of a car...long time since I was here last   http://twitpic.com/4h396,4
Green night!  Woo that was rockin! But we got sprayed  But it's okay. We met a hot guy. (pedo?),0
I am a German woman and I live in Switzerland since 2006. In my free time I am hooked on to ride race bicycle ,4
@Mayeh In Santa Clara! Right by the university.  I don't move in untli July 1st really though but I can go there whenever until then =],4
None of my friends have twitter? They should get one ,4
"@aimaling , thought i'd put you on my follow list since you live in my most favourite place i've been your so lucky wish i lived there ",4
such nice weather spending it topping up my tan ,4
Getting the boys fitted for their tux! ,4
@cheekee_monkee I spotted your addiction  Featured here: http://ykyat.com/~37n6y,4
Chemistry in biology is not fun. Not looking forward to next year ,0
@catieviox I went to funeral today too ,0
Wow! GIJoe &amp; M.A.S.K. Does this mean they'll finally start releasing Mask toys again? I call dibs on Rhino &amp; the Camaro ,4
@dbella ah sorry about that   I guess he left Saturday night.  Hopefully he'll be back next time so you can meet him.,0
@SomsStudio: FollowFriday is a blind 'Shout Out' recomendng ppl U like 2 follow.Goto http://twendz.com &amp; srch 4 followfriday 2 C! ,4
is in bed with a broken head and rather bored ,0
Living green  #FollowFriday @paynter @care2,4
I found my phone! correction: my dad did. but still ,4
"@ezhao nope, still cloudy ",0
"@joystiq ilike2game isnt even from europe, he just has a EU account...  How about me?  An actual person from Europe.",4
@cdin have fun with that. i know @cudin is thrilled ,4
@raycliche  I wanted to add in a poem...but it was to long  âKiss me and you will see how important I am.â? - Sylvia Plath,0
"@susarto: FF is FollowFriday, a blind 'Shout Out' recomendng ppl U like 2 follow.Goto http://twendz.com &amp; srch 4 followfriday 2 C! ",4
watchin tori and dean &amp; wishiiiiing I had my puppies ,0
wondering how hot the office will get today ,0
@JammyRabbins hey i sent you some fan art  it has to do the jammy rabbins hope you like it ,4
ALRIGHT PPLZ!!!!!! IZE G2G!!!!    BUT DONT FRET!!!! I'LL BE ON TOMORROW!!!!!!,0
@TheFifthSister So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me ,4
RAFA!!! I cannot believe this! ,0
I love the smell of new technology ,4
Diabetes walk this morning - a cause near &amp; dear to us.  Would've liked to do the Komen walk yesterday for my mom but didn't ,0
@SabaaTorres yusssss  loll. she got married when she was 7 months pregnant its like wtf xD x,4
"Checking out a State park, then hitting up the links... maybe hitting up the pool too if we're lucky.  Looking like a great day! ",4
At work!    it sucks soooo bad,0
Can't sleep.  Sad face ,0
Oh dear... I'm tired.... just had Chinese food for the first time since China... mmmm tasty... ,4
"@abc1223 my day consisted of driving all over the place and going to a beach, and heading to PF changs  yours?",4
Off to sleep now.  nights everyone! - http://tweet.sg,4
"@azaxacavabanama Hehe, yes. But I've had to pronounce beauties like Krzyzewski in the past. Yours is easy. ",4
Getting ready to watch over 20 of my clients in Dance Flick work it out! Excited!! Happy to be sober this fri night! ,4
BBQ....yummy yummy.......bored but loving the weather ,4
"Cant sleep, so is watchin sponge bob ",4
Three birds tried committing suicide using my car this weekend. I blame global warning. One was successful ,0
@MsDreahTonnea wait what are you talking about?!! Your teeth are perfect!!!  haha I just realized that...lol,4
&amp; I miss u the second u leave... ,0
"P.S @donoogle_com I hope you have fun being the ringmaster(hehe) of fun this Saturday, its an amazingly generous thing for you to do ",4
"Best thing about being unemployed? I haven't bought petrol since Friday 17 April.  Tank's close to empty now, though, so... soon. ",0
AS OF 4-5AM MONDAY MORNING I WILL NOT HAVE INTERNET ACCESS SO IF YOU NEED ME CALL MY MOBILE. see you soon!! ,4
Maan..fluff..where would the shananigans be?! Sooooo dressed to fck it up but i hav absolutely NO WHERE to go.. ,0
@Mickystarship rofl you're so random. [borat] ye but i wanna go but idk.  not bothered any more.,0
@Azlen I love you the way you are. ,4
@Sitababyy im watchin it on espn game cast lol... so i dont see wut u guys see  lol is it home or away?,0
@LNTweet Beatles! Though I'm partial to Elvis ,4
My whole body is sore  literally from my fingers to my toes. Ouchy.,0
Excited about Stephen frys tweet...is it LBP 2 ,4
"lol but i didnt, stupid tnt ",0
@MsShinyPants haha where did yuu run into her at and most ppl are &quot;courtneys&quot; *spits and washes mouth out wiff soap* exspecially in VA  !!,0
"@fountain1987 Oh My God...Loved Hollyoaks, Defo Very Emotional! Shame Your Leaving!  xx",0
"@sjseb sheeeesh, i got your message too late. maybe next time we're on frontlines again.. ",4
is updating my multiply account.. ,4
@NKCruiseGrl hahahahah dazzles himself idk will be disappointed if its lil  lol then what,0
Morning morning. Please no one mention the UKVMUG today as i cant be there and you would be just rubbing it in ,0
"Leg got hurt at camp, so I am home ",0
http://ping.fm/4Zcnu the cuttlefish fascinates me. What do you have on that @realshamu!? ,4
back on track ,4
hehe i got a hamster =D mmm and im all unpacked and settled in for SUMMER! lets hang out ,4
"@levarburton big gratzy, levar! 4 mos is an amazing accomplishment  I wish you all the best in your continuing struggle",4
@Raethfall Ok. You can be my oiled love slave. ,4
@mattbeetar Haha to each their own. ,4
"@dlopezstudio I do, too! And I totally wanna use that, but my name is pronounced De-anna, instead of Dean-na. Not the best transition ",0
at home sick ,0
"very very happy girl, my best bud has just had a little boy!!!! ",4
excited for YSJ Summer Ball - I wish we had one too ,0
"@fezoca love Oxbow! There's a great little antique-y booth there, beautiful things. ",4
Is tired of typing mammograms. ,0
Happy Birthdays to @acemaker and @ChrisHyde!! ,4
I HATE MY MOM  whos with me??,0
Some nasty storms heading our way today  I hate thunder!,0
"@Freiyja  Shoot! They always seem to play &quot;Fur Elise&quot; whenever I hear them. At my gramma's, anyway.",0
Can't believe tomorrow is the last day of school n then i get to another school!  i'm gonna miss my friends n a certain boy so bad...&lt;/3,0
Tak jsme vyrazili sme Munchen. Ted nas ceka sest hodin v aute  snad to utece rychle ,0
@AlexRevirell hehehe...me too ,4
@michichan I didn't see the rollergirls  I love them! I met them up at the facility up on the 51,0
@treehugger25 Naww I love you too ,4
election day in Germany and I have the afternoon shift  but the people than will be nicer and younger there...,0
"I'm back from Glennallen.  It was great, spending time with my family.    Cris, call my cell when you get home.",4
I got a Sciatic Nerve can barely even walk. Might be out of school till exams.  I dont know FUCK.  Send me love...  I LOVE Rachel ,4
"@nisaho Lake house was SO touching. Its abit hard to explain on twitter.  They actually live 2 years apart, but the house's letterbox...",0
No one else is awake this late  I'm pretty bored. Anyone out there in the World Wide Interwebz? Talk to me if you're alive and willing,0
@HOTTVampChick I didnt know you kissed the man @donniewahlberg...awwww ,4
My knees hurt. ,0
"Last stop is Starbucks, had capuccino at 11:00 pm.It's now 3am, I couldn't sleep.What to do?Review for exams?Write a blog? Pray na lang! ",4
ask me anything about miley and will always answer to all of your messages ,4
@nelmotzyesq I love your entries and exits!! Make me laugh every time! ,4
my hands still hurt i'm all bruised up  about to get ready to chill at the pool. my bro is throwing a little pool party.,0
@TheyHadSaid I heart u too chica!!! ,4
Don't forget to vote on me.  http://bit.ly/fkQFx,4
@intelligensia assistant?  Some of us can only dream ,4
Has a fever.  this sucks. Codys taking care of me,0
I think I've got a cold... Or really bad hayfever ,0
I'm bored sitting in the house but its 2 wet 2 go out anywhere ,0
@duccky what's up yo? i'm procrastinating. ,4
"@DEW_me BAHAHAHA! Yes, it's posted on here. Go to ktsummer's page. She has a couple of good pictures. ",4
@Lint1 lol its okay I don't care. every1 has their opinions...aww. I have 3 day weekend ,4
home ill 2day ,0
@g4tv Madden NFL 10 video  #g4tv #E3 #EA,4
@joseusa All good her. Was sunny and nice but no all grey! 2h left at work tho ,4
"Back safe from play group and the hospital!  Play group was fun, lots of water and sand!!  As for the hospital, I need another injection ",0
@fleuresse  U coming out tonight?,4
"@MetHome Aww, I would love to vote!  Somehow, the link is broken ",0
Some photos from Riverside Holiday Park and a video of a rabbit  Swimming pool looks fab! http://fti-bus.co.uk/blog/?p=267,4
Farewell weekend ,0
updated the MAC. cool new programs. ,4
"@LizJonasHQ dude July 6th, it is so on !  lol",4
"Getting ready to depart for KC to celebrate my nephew's graduation. Three women, three kids in a vehicle for .... Adventure here we come. ",4
@heritagesoftail It was so fun!   And I might get to keep riding Caccini until we get a new horse! ,4
Taylor Swift is the greatest rolemodel and singer ever!!!!!!!!! ,4
up late wOrK ToMorROw....CaNt WAiT FoR THe WeEKenD AlrEadY...  ,4
missed baptisms at la jolla shores. its like missing a friend's wedding. it only happens once. ,0
just watched McFly's 'on the road' thing from their Live at Wembley DVD. im jealous. wish they'd come here.. ,0
@adrn07  LOL Adrian! Dat sux  n I bet dats sum GOOD shit rite there,0
@hotforwords too much green stuff ,0
I'll be in Batangas from Tuesday - Thursday. Enrollment and meet up with my girl friends on Friday. ,4
I wish my Sidekick worked  HMPH.,0
Feeling crazy right now! In the city till 3 ,0
@Jayeliwood The trailer will be online at 10.45 tonight is what they said  ITS AWESOME.,4
@smileybubbbles You can text me! Cuz i have to get offline :[ ill see ya tomrrow at school  [Feel free to rext me anytime night or day],4
@jimmyfallon and by the way you are awesome Jimmy!! It's been a great show the last couple weeks. ,4
AHHHH today was a pretty suckish day and now i'm sad ,0
"@MyFonts Hi, my friend recorded audio of the Carter lecture and I have some (I expect crappy) photos of the slides. I'll send you a link ",4
soooo after the cheesy &quot;ghost tour&quot;....yeah.....mhm....i ran into a parked car  only me.,4
@MrsGriff0610 yummmy ,4
Rt #ff@JeffKnize Paying it forward  Thank you. #followfriday. @JuletteMillien,4
"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",0
i think dying and straightening hair in the summer is a pain... cant someone PLEASE bring curly frizz back into fashion ,0
"Ugh, i have to go to my brother's stupid baseball game. Now i wish there was volleyball ",0
@janinaz no! you can't be sick  you're supposed to be at Lollipop in SF on the 26th.. please get well soon &lt;3 &lt;3,0
Jacob &amp; I are waiting for our dinner to arrive. It's getting to the point where our stomach grumbles are audible from across the room ,0
trying out TBUZZ for easier link sharing.  not sure what I think yet http://bit.ly/VT1sI  I normally tweet from Tweetdeck to hit FB also. ,0
"Feel down stairs, in lots of pain. Do not want to see the bruises that are sure to come tomorrow morning. Ouch. ",0
@evil_stu And what a lovely day it was - happy anniversary! ,4
I (or my toddler) apparently lost the A/C adapter to my 8-yr-old notebook. Enjoyed using that machine as my dinky Linux test computer. ,0
@KIMMAAY sims doesn't work  ill try again later man lol,0
@sara_ @camy_san thank you so much   ,4
"please, stop the #Susan Boyle topic already !  cant stand reading stuff about her everytime! i cant escape lady gaga and susan...(U)",0
@bellesimple2005 belle i miss you soo much  char. drama pod. tinuod bitao!,0
"It never fails, Jeff Buckley's haunting voice always blows my mind.  I can never get enough.  If only his life wasn't cut short... ",0
@esmeeworld Have a nice trip girl!! ,4
"@swallowedeasy Thanks  I'm hoping to hit the 2,000 mark soon! Thanks for spreading the word.",4
summer vacation is so much fun andi justlove to chill hang with friends and go swimming ,4
@Rob_Rep r u still up? i can't sleep ,0
@RichTheRoadie That cake looks awesome  yum! Will try to get to Costa tomorrow... I'm missing out!,4
"@mickmillsap You're welcome! No worries - it's a big school, a lot to keep up with ",4
@marlissadessy what kind of surgery? ,4
@missbenilda damn that looks delish! :p it sure beats my ham and cheese sammich  lol,0
just rang each of the 32 shops that he had numbers for with absolutely no luck in getting anywhere towards a job... not good ,0
@PixiePearl we think we got problems in our lives... joan had it bad.... so lets really enjoy life tonight out of respect for her ,4
I want my Blackberry back!! ,0
"To followers who have tons of followers, still chase followers : 'You don't want me..you just want one more follower. ",0
About to get ready to have breakfast with my honeys! ,4
Today is not a good day... ,0
WAH. i'm gonna miss bowie people  ESP YOU ALYANNA BONDOC &lt;3 and Cesar. D:&lt; I dunno if I can survive without my SOSA!,0
i want a volcano taco soooo bad right now ,0
is aching all over... ,0
"Happy Free Comic Book Day!! which I cannot attend this time in the middle of the desert, no comic stores exist here   http://bit.ly/5ZmiB",0
not feeling well ,0
"@artfanatic411 Yes, I did...Twitterholic is my middle name ",4
"@tonyfrazier I won't see 8.5 for another year at least (testing, managed upgrades, etc). REALLY wish I had work email on my phone. ",0
@kristencmcd Thannnnnk you! ,4
I love you? ,4
"Aaaaaaah, Alex from ATL is in Malaysia!! That's bad, Alex, you should be in Singapore which is about 10 times better. ",4
@BLaCkitaLiaNa7 o damn no twitpic for proof?! ,4
Lunch time  Salad again? Perhaps.,4
"woke up..i gotta go out very soon and do some important shittt, then ill update more tonight so see y'all #pens lost.....damn #redwings ",0
"@JohnnyWences Wouldn't that be great?  He's out spacewalking right now, but should be in for Twitter action soon. ",4
@huma_rashid Oh dear. Will keep your family in my prayers. So terrible. ,0
pure bord off my brain ,0
"@davetran did you do vox in that cover too?? multi talented as...the guitar is really good  hehe the JT cover is sickk, ",4
dont be sad friend  ill keep you company,0
http://bit.ly/8moUN  haha love that ,4
@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?,4
"@escentz Holy shit, I'm scared of needles.. ",0
"@LisaTurner It doesn't matter either way, as excitement is excitement, and any form is good. ",4
sooooo yeah.  It's 3:44.....A.M.........and I just ate a bowl of cheerios.  Still jacked up on coffee.....I want to sleep but I can't. ,0
@Seaicilin   that's a sucky way to start your day,0
can't believe her 5 year old DAUGHTER is sat watching the F1 with her dad-theres no chance of me watching the 'enders omnibus now ,0
My neighbor's dogs were howling along to that song!  #hhrs,4
@katepena I feel sorry for him though ,0
@kellyzebra1031 hey girl thanks for the add ,4
@PattyDaine Granada sounds fun - wish I was there - I may be very soon ,4
"Is scared. My sister, 15, is so brave after finding out she may have a disease that could make her blind and break down her vital organs ",0
@simonmcc ah. 2 of you would make it easier. ,4
talking to the bestie ,4
@augiebop  Clean Me!,0
not doing any better  i still miss him more than anything. but doing lots of things today to get my mind of him ! get @ me &lt;3,0
raged at myself tbh  and my head is bangin :'( x,0
coolest  ttyl tmw ok talk to me when u have time monique22,4
"@Neekatron  Can you tell us what it was, now?",0
@sarah_star3 Cant wait to be finished1 Hows your day? the suns not coming out to play ,0
Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it ,0
"@avilewin Well, nothing exciting to report actually! I just got it for the Red support, to be up to date and the bonus NewBlueFX plugins ",4
"Good morning to all our customers, have a great week ! ",4
"My Lakers won, now its time to see Magic win against the Celts ",4
@Lou__Lou sicilian olives! *drool* I'm cooking spagetti with lentil sauce and feta ,4
@ashaalee happy june!!! Yay summerrrrrrr ,4
"@SorenLorensen &gt; Will report back tomorrow on success rate, expect you to do the same ",4
Man.. I just watched tbs on jk. Now I'm really sad I'm not going to get to see them tomorrow. ,0
"@askegg Sorry, I forgot about your God given sense of humor  Seriously though, how are you?",4
Wot a braw day its turned out ti b  ,4
"I am luuvin this rain. Tho now i think it has stopped  i hope its sunny tomorrow tho, cuz i do wanna swim",0
Good morning  not very nervous about my maths exam. That's probably a bad thing  good luck to anyone with exams today x,4
so did the sox ,0
I'm on the beach.  And you're (probably) not. ,4
just got back from a little shop called Electrofix got a reel to reel on order and came home with a Focusrite tone machine ,4
@snakebytestv ooo what kind of movie ? ,4
@RoxxiNikki Where can we see you wrestling soon?  You are one of my faves,0
I cant get to sleep and im hungry  not a gd combination lol,0
@WeJustGotBack I'm in Clifton Park. (I'm also @cutestkidever) ,4
@LayLoJunior shut it slut  night night,4
not enough Mass Effect 2 ,0
Watching The Wrath of Khan while I work on a site install. ,4
@JoeyMcIntyre http://twitpic.com/4ihfa - JOey...I agree..you are still HOTTT but you need some sleep. ,4
@melsad// don't worry Mr. Right will come along soon. God already has it all taken care of! ,4
"please pray, i had my ultrasound and they saw the gest. sac and yolk sac but no baby yet  soooo worried",0
"@_DESiMO_ i like that u're good  i'm good too, thanks, and sorry but.. what is &quot;beamed&quot;? (i'm spanish and i don't understand all words) =(",4
Why do pure designers hate it when web designers come up with better ideas than them?  ,4
hey everyone im back ,4
NY BEWARE !!!! The storm was crazy in PA ... We have no power ,0
@Brian_Godfrey sorry brian just saw this one ,0
Framing some prints.  Boring and stressful.  ,0
"savin CDs for later, not enough time right now ",0
Missed Stake Conf today.   But did Genealogy.  Prepping for Temple on Tuesday. #lds,4
bon jour!!!! 72hours drinking!!!! Hving a lot of fun ,4
@gloreebe88 i know...the arms just start going where they're supposed to ,4
today is the first day we've had out air conditioner on. it's amazing in here! ,4
Omar told me that it's just one more day of studying...but really it's not. I don't want to ,0
"Eugh, this is so boring... hardly see any tweets since they fiddled with @replies  #twitterisstoooooooooopid",0
@Jaime_2400 I love LOTMS. I watched it just the day before yesterday! ,4
Morning Tweet World!!! Have a big head ache!!!! ,0
@Sweetleaftea Found you through @MrTweet. Always good to find local tweeps! ,4
Waiting for my boyfriend to talk to me.... ,0
"Time for me to go - Ace Ventura is currently signing a Gregorian Chant version of &quot;Alrighty, Then.&quot; It's a sign from God. ",4
my ipod will miss vegas... it randomly selected http://tinyurl.com/64ompm for this AM's run on the strip ,0
gosh..im really sick ,0
@tomwebster your probably right.  But I have been such a loyal USER of my phone.  I can't see why it would want to leave me ,0
Lightning storm last night knocked out my cable modem  I have no access to the tubes!,0
@jess_0000 yeea i got told that storyy aswell...poor bob ,0
On my way to niagara falls  haha its gonna be great!,4
@xXhazelXx its grey and dark here and i hope you are okay at the dentist  and thanks babe i see you been having a nice chin wag with @ ...,4
"@ashhhleigh Tell your dad that he got ahold of Kev, not sure if he's coming yet.  But 6:30's still on don't ditch me! I'm making trifle!",4
@briannalicia To regain focus. Change locations of study. Shut off music &amp; TV. Take a well-deserved break every hour &amp; study again.  ,4
@puggylicious http://twitpic.com/6dklt - Wow look at that nice tight squeeze he gave you  Lucky girl! Congrats!,4
fevers suck...  ppl pray i get better soon,0
can't freaking sleep   ,0
going to watch Marley and Me before I go to bed. School 2moro. Yay!  Hopefully Swine Flu will close school till summer starts!,0
@tommcfly I'm sure if they are real fans they won't be disappointed with you guys. They will understand that was not ur fault. ,4
Back to work today  I need to work on becoming self-employed.,0
@tracecyrus can't wait to see you guys here in the philippines!!! ,4
"I'm so in a need of an energy boost at work. I'm trying to do work, but I can't ",0
just had my hair coloured and cut  .x,4
@Twitahw about all men being bast**ds ,4
"@Jamasenu Naw, just every few days when I need to crank out masterpieces. ",4
feeling a bit betrayed by friends  ah im sure it wil all work out anyways! Hi followers tanx for following!,0
Webview (one of control of iphone sdk) is too slow that even for loading local custom page it takes a marginal time ,0
@michelleetaylor what happened at the live chat?! I had to sleep early ,0
@superapplegeek Thats right! I'll bring you season one. ,4
Feel lazy but at the same time feel like going out...bored at home alone ,0
I think the CSS isn't loading for me in twitter. ,0
@yarnpiggy lol fine! I'm the only adut I know who can also fall up stairs - thank you ,4
@Frozenartist Down to 4 items in my shop (not that I had much before that). Kids and illness has kept me from working for 2 weeks. ,0
my #followfirday buddy is @aagil4 follow him ,4
@haarlem i love haarlem!! i went 3 years ago...i want come back ,0
Brrr.. I am freezing!! Haha  It was obviiuosly a bad idea to eat a banana split in an airconditioned when it's raining so hard. Haha ,4
"@iAquarian No, I haven't. Will look into it. I'm not using M'soft Money right now is I'm mostly using my work laptop as home comp died ",0
@NokkonWud cash is also a bit of an issue at the moment too so can't go too mad ,0
like the 6...love the noon...but doing both =  ,0
i'll stay up till Twilight to see the new moon And if i'm lucky i'll see eclipse at breaking dawn. This my quote for the day. ,4
going to bed  i should really tweet more often. night night yall!,4
"@mariap91 Aww poor back, poor you  I'm good, still at my art project. Need to get this done tonight...",0
@mileycyrus you deserve that ,4
@KittyKat_1988 you dont know me at all do you ,0
is off to work....laaaaame ,0
just woke decided to fix my hair and lay around today since its raining...blahh ,0
Am attempting to clean off the wretched dining room table...again. I've filled 1/2 a garbage bag and still can't see the table top ,0
I'm Boreeed  any1 here ?!,0
@mimibadass she tells you that it was a squirrel but knowing that it was a six foot 240 pound man lmao ,4
Brighton is not as sunny as Eastbourne today. Darn ,0
@RizzBoston I wish I was but gotta work ,0
"@julianperretta one just started here, and i wanna go out ",0
"Pressure headache from fumes now. Have spoken to the boss and asked him to let me know next time, so I can close my windows first. Throb. ",0
need to find an appropriate promo photo to submit to this audition... don't wanna take more pics ,0
TDK is even better the 5th time round lol ,4
"@richiepunx tehe yup,and wendi peters from corrie too in march..met 3 people from corrie now lol ",4
what a beautiful day  been sunbathing and drinking cocktails all morning  ! heding down to @jillX soon ,4
@chris_topai Thankyou ,4
wow ! I miss a WHOLE lot on here  weekend was really good  movie was amazzing DD seanfaris &lt;3,4
Way way to early for a meeting. Much coffee will be needed. Too bad the coffee here is so weak ,0
soooo excited.. my mommy will be here on wednesday i havent seen her since march.. ive missed her ,4
"@Spidersamm ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch ",0
@JankySlamsworth  no i wish.. We should all be down next wknd tho,0
@JasonBradbury E3 this week here's hoping for some great new game announces. Xbox rules ,4
Has had a great time in Manchester ,4
@2NiteBoy YESH I AM!!  well.. at least kinda... xDD,4
wants tom to text her back ,0
"thinking about converting some of my drawings into iphone/blackberry wallpaper, what do you think? good idea? ",4
time for some wuss rock @ coldplay tonight  im bad luck when i watch the pens anyway...,4
@bernman49 well I'm drinking merlot and having a wine party by myself ,0
jimmy isnt doing a great job entertaining me!! hahaha. but he is half way across the country tho ,4
tomorrow morning please dont come.. can just the afternoon arrive early?? that would be nice and stuff ,4
@Zyxst thanks  It was easy as there is no approval process in place - everybody is welcome ,4
@mysticaljett so glad to hear  Waiting to read the book / watch the film ;),4
@hiaudreygrace http://twitpic.com/5ks11 - hey that's me ,4
Interesting article on modern day speakeasies.  http://tinyurl.com/ouok64  I love hidden bars  ,4
@jaybrannan ditto! It just makes us more special Jay ,4
@kbrowninisrael well i hope they monitor tweets  thank you,4
wheres the daivid duchonvy interview ,0
DON'T EVEN THINK ABOUT POSTING ANYTHING ABOUT THE FRENCH OPEN TODAY!!! please ,4
Here at work ,0
Did u say ur bf got a new tattoo? He has room lol ,4
Test..... again ,0
ew school. haha its not too bad! YAY ooo going to MELBOURNE next weekend how exciting. cant wait lol   loving life right now,4
Had a BBQ over the week end and for once the weather was nice  Just had some of my dad Crunchynut cornflakes hope it don't mind.,4
"@micheleeeex And since I am going to VB and NC, he won't come out then either. Esp since he used up all his fan love in Ohio. ",0
2mrw is gonna suck...i like my job but sundays r always dead  -Sick Inside-,0
Just woke up  Babysitting Ema and Evan today....,4
@purplebeats totally agree.. i had learnt this art but seem to have forgotten for some time  need to practice it again.. hehe,0
@Nurul54 @justamoochin @TheEngTeacher I think you 3 will get on famously ,4
bought alot of really amazingly cute stuff tonight for MY apartment. ,4
my feet are so dry. like i imagine the skin of the moon would be. and i miss m ,0
"@kazzylady they will, but not a key, they all work 11 till 8, so i can't get in before 10 ",0
@leighsah71 I can aquire a sacrificial Maids Uniform.  See you then.,4
@ladyinreddress &quot;scary&quot; thinking glandular fever is coming back ,0
taking care of sick children ,0
@abbyharenberg If it were flattering i might show you.. As it isn't I'll refrain from embarrassing myself ,4
Just dropped my gamma off at the airport ,0
june 1. i miss you quesci. ,0
Watching a random 2 and a half men  episode during my break. nothing better to do ,0
Last day at the beach. Boosauce!! ,0
@itsflyty helloo ,4
im loneley. ,0
"this she must do some revision, only 2 exams left and them im finished at school forever, but sod it, il do it tomorrow ",4
switch my playlist to alphabeat. i love them!! ,4
@RaraACTIVE not with me and Rachel though. ,0
@KourtneyKardash  hello handsome lady lol,4
ya i'm gonna do that too...... i think ,4
"Agenda: 5k, shoulders, core. Write. Birthday BBQ. Birthday Bocce Ball. Birthday Bar Crawl. Long night ahead. Keep your fingers crossed. ",4
@grizzlegoes what do you mean class is cancelled?? is that for all of us ?? ,4
is depressed after watching documentary about illegal shark fishing ,0
Better mood today. I'm going to miss Michael. ,0
"Overall I am frustrated. Headache, very sore ankle ",0
@shoesmith Oh great! I love eMusic ,4
@YaelBeeri you are just that good ,4
 nuffin more eckkky that i cant take beside being disrespect is :O being ignore...blahhhhhhh,0
"Is going to see her 18 months old cousin today, and hopefully we will be going to the beach ",4
Taking the A4 to the Doctor ,0
"It is way too early. Coldplay, wake me up please. ",4
@ the gym.... why not the beach?! ,0
getting ready for school  g2g guys    bye    â¥Cece.Booâ¥,4
I should really start eating healthily. I can feel myself growing fatter. ,0
So I've been reading New Moon- Jacob is a lot cuter in my mind's eye than the pic of the actor that I saw. ,0
Tiring day yesterday. Plane delayed big time. Rental car pickup closed. Extra night in Brussels. Excellent hotel though ,4
didnt utilise my sunny Saturday nearly as well as I should have...will regret it around 6pm tomorrow night ,0
Sick to my stomach. Literally. Im praying its not the flu cuz it came on sooo suddenly. Eff my life. ,0
LChiz: Kristin's car won't start  Thank goodness for AAA. And for ex-boys who are good with cars.,0
shocking Topaz morning..sad story ,0
@Schofe great show to look forward to then nice cuppa now and feet up for an hr at 10.30 ,4
R.I.POWER IZ THE WIZ! ,0
back from aunty stace and uncle daves  you can tell my Mums old because at my godma's party she was dead by 2am xD,4
is waiting for the fa cup final come on chelsea  ktbffh!,4
"i just hit natalie on the head with the guitar. omg, i am SO sorry! ",0
